COMMON_NAME,SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,SURVEY,PURPOSE_CODE,SEASON,YEAR,INDEX_TYPE,INDEX_UNCALIBR,INDEX_CALIBR,CAL_LOWER_90_CI,CAL_UPPER_90_CI
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1975,"Biomass (kg/tow)",3.1547,.9417,.6987,1.2107
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1976,"Biomass (kg/tow)",8.3979,2.5068,1.9753,3.0577
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1977,"Biomass (kg/tow)",3.1228,.9322,.6652,1.193
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1978,"Biomass (kg/tow)",1.8917,.5647,.3959,.7594
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1979,"Biomass (kg/tow)",2.2461,.6705,.4576,.9021
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1980,"Biomass (kg/tow)",4.803,1.4337,1.0378,1.8747
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1981,"Biomass (kg/tow)",5.5916,1.6691,1.1496,2.2417
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1982,"Biomass (kg/tow)",2.9679,2.9679,1.773,4.1757
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1983,"Biomass (kg/tow)",1.5297,1.5297,.8205,2.3995
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1984,"Biomass (kg/tow)",1.5672,1.5672,.8797,2.2624
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1985,"Biomass (kg/tow)",2.1192,2.1192,1.4167,2.8838
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1986,"Biomass (kg/tow)",2.1276,2.1276,1.2873,3.0577
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1987,"Biomass (kg/tow)",1.7266,1.7267,.9955,2.5596
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1988,"Biomass (kg/tow)",2.0299,2.0299,1.2561,2.8647
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1989,"Biomass (kg/tow)",1.6039,1.6039,.8987,2.4068
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1990,"Biomass (kg/tow)",1.0137,1.0137,.5791,1.574
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1991,"Biomass (kg/tow)",1.6114,1.6114,1.0089,2.2906
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1992,"Biomass (kg/tow)",.8857,.8857,.2363,1.9449
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1993,"Biomass (kg/tow)",1.1566,1.1566,.8104,1.5154
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1994,"Biomass (kg/tow)",.9794,.9794,.5258,1.5274
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1995,"Biomass (kg/tow)",1.8353,1.8353,1.0393,2.7462
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1996,"Biomass (kg/tow)",.9755,.9755,.6126,1.42
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1997,"Biomass (kg/tow)",.5458,.5458,.2533,.9194
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1998,"Biomass (kg/tow)",.4448,.4448,.2534,.657
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,1999,"Biomass (kg/tow)",1.1501,1.1501,.7988,1.5151
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2000,"Biomass (kg/tow)",1.3992,1.3992,.9629,1.8402
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2001,"Biomass (kg/tow)",1.8514,1.8514,1.0633,2.7512
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2002,"Biomass (kg/tow)",1.927,1.927,1.5064,2.3298
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2003,"Biomass (kg/tow)",1.8735,1.8735,1.3051,2.5356
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2004,"Biomass (kg/tow)",2.2627,2.2627,1.343,3.2549
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2005,"Biomass (kg/tow)",1.4723,1.4723,.9828,2.0146
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2006,"Biomass (kg/tow)",.9303,.9303,.4166,1.5495
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2007,"Biomass (kg/tow)",1.0467,1.0467,.3712,1.8101
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2008,"Biomass (kg/tow)",1.2863,1.2863,.6915,1.9267
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2009,"Biomass (kg/tow)",3.2843,.4074,.317,.5085
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2010,"Biomass (kg/tow)",4.4248,.5488,.429,.6978
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2011,"Biomass (kg/tow)",6.3561,.7884,.5983,.9774
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2012,"Biomass (kg/tow)",4.4803,.5557,.4357,.6665
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2013,"Biomass (kg/tow)",4.3446,.5389,.4492,.6334
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2014,"Biomass (kg/tow)",4.5108,.5595,.4096,.7114
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2015,"Biomass (kg/tow)",5.5066,.683,.5135,.8737
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2016,"Biomass (kg/tow)",5.3964,.6694,.5818,.7588
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2017,"Biomass (kg/tow)",7.9141,.9817,.7714,1.2139
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2018,"Biomass (kg/tow)",12.3161,1.5277,1.3472,1.6799
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2019,"Biomass (kg/tow)",9.0275,1.1198,.9721,1.264
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2020,"Biomass (kg/tow)",,,,
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2021,"Biomass (kg/tow)",7.4187,.9202,.797,1.0444
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2022,"Biomass (kg/tow)",7.6264,.946,.7957,1.0852
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2023,"Biomass (kg/tow)",,,,
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2024,"Biomass (kg/tow)",13.6723,1.6959,1.3492,2.0915
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2025,"Biomass (kg/tow)",12.1153,1.5028,1.2516,1.7499
GOOSEFISH,164499,NORTH,NONE,"NMFS spring BTS",10,SPRING,2026,"Biomass (kg/tow)",8.6764,1.0762,.7303,1.4666
